source,publishedAt,raw_text,clean_text,url,locations,crime_types
Survivalblog.com,2025-04-19T17:35:47Z,"How The Woke Postmodern “Faith” Glorifies Evil, by Brandon Smith It’s not as if it was ever a secret: The very core of the woke movement is fundamentally rooted in evil. The general definition of “evil” being a conscious act of deception and destruction, the deliberate victimization of others for the sake of personal power… Its not as if it was ever a secret: The very core of the woke movement is fundamentally rooted in evil. The general definition of evil being a conscious act of deception and destruction, the delibera… [+10113 chars]",woke postmodern “faith” glorifies evil brandon smith it’s ever secret core woke movement fundamentally rooted evil general definition “evil” conscious act deception destruction deliberate victimization others sake personal power… ever secret core woke movement fundamentally rooted evil general definition evil conscious act deception destruction delibera… chars,https://survivalblog.com/2025/04/20/how-the-woke-postmodern-faith-glorifies-evil-by-brandon-smith/,,
Econlib.org,2025-04-19T17:34:38Z,"Businesses are suffering Almost any economic change produces winners and losers.  Ride share companies hurt the taxi industry.  In the future, Waymo may undercut the ride share companies.  Imports of inexpensive sneakers from China hurt the US shoe making industry.  And now we discov… Almost any economic change produces winners and losers.  Ride share companies hurt the taxi industry.  In the future, Waymo may undercut the ride share companies.  Imports of inexpensive sneakers fro… [+3417 chars]",businesses suffering almost economic change produces winners losers ride share companies hurt taxi industry future waymo may undercut ride share companies imports inexpensive sneakers china hurt us shoe making industry discov… almost economic change produces winners losers ride share companies hurt taxi industry future waymo may undercut ride share companies imports inexpensive sneakers fro… chars,https://www.econlib.org/businesses-are-suffering/,china,
Freerepublic.com,2025-04-19T17:29:34Z,"AOC fundraising soars as the New York rep and Bernie Sanders barnstorm U.S. against Trump Rep. Alexandria Ocasio-Cortez raised $9.6 million in the first quarter of 2025, the best quarter ever for the New York progressive Democrat. The big haul comes as Ocasio-Cortez and Sen. Bernie Sanders hold rallies across the United States to criticize Preside… Skip to comments.
AOC fundraising soars as the New York rep and Bernie Sanders barnstorm U.S. against TrumpChicago 5 NBC ^
 | 4/16/25
 | Erin Doherty
Posted on 04/19/2025 10:29:34 AM PDT by Dalla… [+1915 chars]",aoc fundraising soars new york rep bernie sanders barnstorm us trump rep alexandria ocasiocortez raised million first quarter best quarter ever new york progressive democrat big haul comes ocasiocortez sen bernie sanders hold rallies across united states criticize preside… skip comments aoc fundraising soars new york rep bernie sanders barnstorm us trumpchicago nbc erin doherty posted pdt dalla… chars,https://freerepublic.com/focus/f-news/4312008/posts,new york,
Fox News,2025-04-19T17:21:13Z,"American pastor kidnapped in South Africa thanks God after being rescued American pastor Josh Sullivan says his ""personal relationship with Jesus"" helped him survive terrifying kidnapping ordeal that he calls ""the worst experience."" Join Fox News for access to this content
You have reached your maximum number of articles. Log in or create an account FREE of charge to continue reading.
By entering your email and pushing continu… [+1978 chars]",american pastor kidnapped south africa thanks god rescued american pastor josh sullivan says personal relationship jesus helped survive terrifying kidnapping ordeal calls worst experience join fox news access content reached maximum number articles log create account free charge continue reading entering email pushing continu… chars,https://www.foxnews.com/world/american-pastor-kidnapped-south-africa-thanks-god-after-being-rescued,south africa,
Mediaite,2025-04-19T17:15:54Z,"CNN Host: Trump ‘Right On The Politics’ of Wrongly Deported Abrego Garcia Despite Being ‘Wrong On The Merits’ Smerconish pointed out Americans are in favor of deportations despite Democrats and the media, and the issue is helping Trump in the polls, not hurting him.
The post CNN Host: Trump ‘Right On The Politics’ of Wrongly Deported Abrego Garcia Despite Being ‘Wron… CNN host Michael Smerconish said President Donald Trump is right “on the politics” of three issues on which he’s “wrong on the merits, including the administration’s deportation of, and refusal to br… [+4765 chars]",cnn host trump ‘right politics’ wrongly deported abrego garcia despite ‘wrong merits’ smerconish pointed americans favor deportations despite democrats media issue helping trump polls hurting post cnn host trump ‘right politics’ wrongly deported abrego garcia despite ‘wron… cnn host michael smerconish said president donald trump right “on politics” three issues he’s “wrong merits including administration’s deportation refusal br… chars,https://www.mediaite.com/politics/cnn-host-trump-right-on-the-politics-of-wrongly-deported-abrego-garcia-despite-being-wrong-on-the-merits/,,
Freerepublic.com,2025-04-19T17:13:06Z,"US judge finds Google holds illegal online ad tech monopolies Alphabet’s (GOOGL.O) Google illegally dominated two markets for online advertising technology, a federal judge said on Thursday, dealing another blow to the tech titan in an antitrust case brought by the U.S. U.S. District Judge Leonie Brinkema in Alexandria,… Skip to comments.
US judge finds Google holds illegal online ad tech monopoliesOne America News ^
 | April 17, 2025
 | Jody Godoy
Posted on 04/19/2025 10:13:06 AM PDT by Navy Patriot
Alphabets (… [+2022 chars]",us judge finds google holds illegal online ad tech monopolies alphabet’s googlo google illegally dominated two markets online advertising technology federal judge said thursday dealing another blow tech titan antitrust case brought us us district judge leonie brinkema alexandria… skip comments us judge finds google holds illegal online ad tech monopoliesone america news april jody godoy posted pdt navy patriot alphabets … chars,https://freerepublic.com/focus/f-news/4312006/posts,us,
Forbes,2025-04-19T17:11:09Z,"DRC: A Child Was Raped Every Half An Hour In January 2025, the situation in the Democratic Republic of the Congo (DRC) escalated with fighting between Government forces... Displaced community members who have fled the M23 conflict leave a Doctors Without Borders ... More discussion group on the subject of sexual violence against women on April 4, 2024 in Kishinji, Demo… [+4398 chars]",drc child raped every half hour january situation democratic republic congo drc escalated fighting government forces displaced community members fled conflict leave doctors without borders discussion group subject sexual violence women april kishinji demo… chars,https://www.forbes.com/sites/ewelinaochab/2025/04/19/drc-a-child-was-raped-every-half-an-hour/,,
Biztoc.com,2025-04-19T17:10:19Z,"Poker Face Season 2 Release Date, Schedule, Where To Watch Natasha Lyonne returns for Rian Johnson's crime comedy-drama TV series. Natasha Lyonne returns for Rian Johnson's crime comedy-drama TV series.
This story appeared on newsweek.com, 2025-04-19 17:00:01.",poker face season release date schedule watch natasha lyonne returns rian johnsons crime comedydrama tv series natasha lyonne returns rian johnsons crime comedydrama tv series story appeared newsweekcom,https://biztoc.com/x/6bd951e6f8954432,,
Newsweek,2025-04-19T17:00:01Z,"Poker Face Season 2 Release Date, Schedule, Where To Watch Natasha Lyonne returns for Rian Johnson's crime comedy-drama TV series. Entertainment gossip and news from Newsweek's network of contributors
We're soon getting a second serving of one of the best TV series of 2023. In this article you'll find where to watch Poker Face … [+4024 chars]",poker face season release date schedule watch natasha lyonne returns rian johnsons crime comedydrama tv series entertainment gossip news newsweeks network contributors soon getting second serving one best tv series article youll find watch poker face … chars,https://www.newsweek.com/entertainment/tv/poker-face-season-2-release-date-schedule-where-watch-2060873,,
Wattsupwiththat.com,2025-04-19T17:00:00Z,"From CO2 to Social Justice: The Guardian’s Climate Gospel Goes Full Cult As always, The Guardian isn’t content to merely spread alarmism—it needs to moralize. The piece does not present testable hypotheses or falsifiable predictions. No, it sermonizes. It's less a scientific article and more a secular encyclical. Climate policy, p… Oh Guardian, thou unerring oracle of elite anguish and latte-laced righteousness, what have you conjured this time? A new revelation from the high temple of emotional climatology: climate change is n… [+3727 chars]",co social justice guardian’s climate gospel goes full cult always guardian isn’t content merely spread alarmism—it needs moralize piece present testable hypotheses falsifiable predictions sermonizes less scientific article secular encyclical climate policy p… oh guardian thou unerring oracle elite anguish lattelaced righteousness conjured time new revelation high temple emotional climatology climate change n… chars,https://wattsupwiththat.com/2025/04/19/from-co2-to-social-justice-the-guardians-climate-gospel-goes-full-cult/,,
/FILM,2025-04-19T17:00:00Z,"Why Bones Made Angela And Hodgins A Couple, According To T.J. Thyne According to Bones star T.J. Thyne, the romance between his character Jack Hodgins and Angela Montenegro (Michaela Conlin) didn't come about accidentally. Fox's popular crime procedural ""Bones"" never hesitated to add a bit of interpersonal drama to its investigations. In fact, on many occasions, the relationships between the show's central characters f… [+1307 chars]",bones made angela hodgins couple according tj thyne according bones star tj thyne romance character jack hodgins angela montenegro michaela conlin didnt come accidentally foxs popular crime procedural bones never hesitated add bit interpersonal drama investigations fact many occasions relationships shows central characters f… chars,https://www.slashfilm.com/1831281/tj-thynes-bones-angela-hodgins-couple/,,
ABC News,2025-04-19T16:46:16Z,"Ecuador warns of potential assassination attempt against President Noboa but provides no evidence Ecuadorian authorities have warned that the Andean country is on “high alert” after they received intelligence about an suspected attempt on President Daniel Noboa’s life QUITO, Ecuador -- Ecuadorian authorities warned Saturday that the Andean country is on high alert after it received intelligence about an suspected attempt on President Daniel Noboa' s life.
Ecuador… [+1524 chars]",ecuador warns potential assassination attempt president noboa provides evidence ecuadorian authorities warned andean country “high alert” received intelligence suspected attempt president daniel noboa’s life quito ecuador ecuadorian authorities warned saturday andean country high alert received intelligence suspected attempt president daniel noboa life ecuador… chars,https://abcnews.go.com/International/wireStory/ecuador-warns-potential-assassination-attempt-president-noboa-evidence-120977002,"ecuador, quito",
NDTV News,2025-04-19T16:44:40Z,"Air Hostess Sexual Assault Case Accused Watched Porn Before Crime: Cops The accused hospital staffer arrested in flight steward sexual assault case watched porn videos before and after committing the crime, Gurugram police said here on Saturday. Gurugram: The accused hospital staffer arrested in flight steward sexual assault case watched porn videos before and after committing the crime, Gurugram police said here on Saturday.
This is confir… [+787 chars]",air hostess sexual assault case accused watched porn crime cops accused hospital staffer arrested flight steward sexual assault case watched porn videos committing crime gurugram police said saturday gurugram accused hospital staffer arrested flight steward sexual assault case watched porn videos committing crime gurugram police said saturday confir… chars,https://www.ndtv.com/india-news/air-hostess-sexual-assault-case-accused-watched-porn-before-crime-gurugram-cops-8205631,,assault
ComicBook.com,2025-04-19T16:37:23Z,"New Netflix Series Is Now The 3rd Most-Watched Netflix TV Show Ever A new Netflix series that debuted last month is now the third most-watched Netflix TV show ever, thanks to over 124 million views since its release about a month ago. This accomplishment puts the Netflix show only behind Stranger Things Season 4 and Wednesday… A new Netflix series that debuted last month is now the third most-watched Netflix TV show ever, thanks to over 124 million views since its release about a month ago. This accomplishment puts the Net… [+2763 chars]",new netflix series rd mostwatched netflix tv show ever new netflix series debuted last month third mostwatched netflix tv show ever thanks million views since release month ago accomplishment puts netflix show behind stranger things season wednesday… new netflix series debuted last month third mostwatched netflix tv show ever thanks million views since release month ago accomplishment puts net… chars,http://comicbook.com/tv-shows/news/netflix-series-tv-show-charts-adolescence/,netflix,
BBC News,2025-04-19T16:37:18Z,"Residents tried to save dying man hit by car Police say a 41-year-old man, arrested at the scene on suspicion of murder, remains in custody. Jonny Humphries
Police are investigating the crash in Liverpool
Bystanders begged a dying man to ""please stay with us"" after he was ""deliberately"" struck with a car outside a party, witnesses have … [+2635 chars]",residents tried save dying man hit car police say yearold man arrested scene suspicion murder remains custody jonny humphries police investigating crash liverpool bystanders begged dying man please stay us deliberately struck car outside party witnesses … chars,https://www.bbc.com/news/articles/cm241em3g24o,,"murder, hit"
CBS News,2025-04-19T16:27:22Z,"Gunmen disguised as soldiers kill 12 spectators at cockfight Footage of the shooting, circulated on social media, showed spectators flinging themselves to the ground and taking cover under their seats. Criminals dressed in fake military uniforms opened fire on spectators at a cockfight in rural Ecuador, killing 12 unarmed people and wounding several others, police in the violence-plagued South Amer… [+3814 chars]",gunmen disguised soldiers kill spectators cockfight footage shooting circulated social media showed spectators flinging ground taking cover seats criminals dressed fake military uniforms opened fire spectators cockfight rural ecuador killing unarmed people wounding several others police violenceplagued south amer… chars,https://www.cbsnews.com/news/gunmen-disguised-soldiers-kill-12-cockfight-ecuador/,ecuador,kill
Yahoo Entertainment,2025-04-19T16:18:20Z,"US Supreme Court intervenes to pause Trump deportations The US Supreme Court, in a dramatic nighttime intervention Saturday, paused President Donald Trump's unprecedented use of an obscure law to deport Venezuelan... The US Supreme Court, in a dramatic nighttime intervention Saturday, paused President Donald Trump's unprecedented use of an obscure law to deport Venezuelan migrants without due process.
The emerge… [+3766 chars]",us supreme court intervenes pause trump deportations us supreme court dramatic nighttime intervention saturday paused president donald trumps unprecedented use obscure law deport venezuelan us supreme court dramatic nighttime intervention saturday paused president donald trumps unprecedented use obscure law deport venezuelan migrants without due process emerge… chars,https://www.yahoo.com/news/us-supreme-court-pauses-deportation-073217328.html,,
The Jerusalem Post,2025-04-19T16:12:21Z,"Healing through hospitality: A look at the tourism revolution in El Salvador Beyond the improved security and industrialized tourism boom, we are witnessing the rise of a new tourism model – regenerative and restorative tourism. El Salvador, the small Central American nation, has dramatically transformed in recent years. Once considered one of the most dangerous countries in the world, it is now one of the safest and most in… [+9901 chars]",healing hospitality look tourism revolution el salvador beyond improved security industrialized tourism boom witnessing rise new tourism model – regenerative restorative tourism el salvador small central american nation dramatically transformed recent years considered one dangerous countries world one safest in… chars,https://www.jpost.com/international/article-850535,el salvador,
CBS News,2025-04-19T16:07:54Z,"Judge to allow ""bushy eyebrows"" testimony in Bryan Kohberger trial Kohberger, 30, is charged with murder in the stabbing deaths of Ethan Chapin, Xana Kernodle, Madison Mogen and Kaylee Goncalves at a rental home in Idaho near campus. A judge says a former roommate of four University of Idaho students who were killed in 2022 can testify about seeing an intruder with ""bushy eyebrows"" around the time of the crime.
Defense attorneys… [+3990 chars]",judge allow bushy eyebrows testimony bryan kohberger trial kohberger charged murder stabbing deaths ethan chapin xana kernodle madison mogen kaylee goncalves rental home idaho near campus judge says former roommate four university idaho students killed testify seeing intruder bushy eyebrows around time crime defense attorneys… chars,https://www.cbsnews.com/news/bryan-kohberger-idaho-student-killings-bushy-eyebrows/,,"killed, murder"
TVLine,2025-04-19T16:00:00Z,"Chris Meloni Revisits SVU’s Infamous Benson/Stabler Near-Kiss in the Kitchen: ‘We Were Attempting Something, I Don’t Think It Worked’ We’ve heard from one half of Law & Order: SVU‘s infamous Near-Kiss in the Kitchen, and now it’s time for the other party to weigh in. Law & Order: SVU alum Chris Meloni, who currently stars as Det. Elliot Stabler on Organized Crime, referenced the ‘shippy mom… We’ve heard from one half of Law &amp; Order: SVU‘s infamous Near-Kiss in the Kitchen, and now it’s time for the other party to weigh in. 
Law &amp; Order: SVU alum Chris Meloni, who currently stars… [+2489 chars]",chris meloni revisits svu’s infamous bensonstabler nearkiss kitchen ‘we attempting something don’t think worked’ we’ve heard one half law order svu‘s infamous nearkiss kitchen it’s time party weigh law order svu alum chris meloni currently stars det elliot stabler organized crime referenced ‘shippy mom… we’ve heard one half law amp order svu‘s infamous nearkiss kitchen it’s time party weigh law amp order svu alum chris meloni currently stars… chars,https://tvline.com/news/law-and-order-svu-benson-stabler-kiss-kitchen-chris-meloni-interview-1235437513/,nearkiss,
Viewfromthewing.com,2025-04-19T15:58:29Z,"This Holiday Inn Express Invented A ‘Green Energy Fee’—To Make You Pay Its Tax Bill The Holiday Inn Express Durango Downtown-Animas River adds a mysterious fee to bookings at the property that’s made out to look like a tax. A reader shares the fee, asking what it could be?
Continue reading This Holiday Inn Express Invented A ‘Green Energy Fe… The Holiday Inn Express Durango Downtown-Animas River adds a mysterious fee to bookings at the property that’s made out to look like a tax. A reader shares the fee, asking what it could be?
It’s a ‘… [+1825 chars]",holiday inn express invented ‘green energy fee’—to make pay tax bill holiday inn express durango downtownanimas river adds mysterious fee bookings property that’s made look like tax reader shares fee asking could continue reading holiday inn express invented ‘green energy fe… holiday inn express durango downtownanimas river adds mysterious fee bookings property that’s made look like tax reader shares fee asking could it’s ‘… chars,https://viewfromthewing.com/this-holiday-inn-express-invented-a-green-energy-fee-to-make-you-pay-its-tax-bill/,,
WMUR Manchester,2025-04-19T15:55:38Z,"Can the Trump administration detain Americans abroad? President Donald Trump says he is considering detaining American citizens who have been convicted of violent crimes abroad, but experts say that is likely illegal. WASHINGTON —The Trump administration has sent hundreds of migrants to a mega-prison in El Salvador, but could American citizens be next?
See the story in the video above
The White House says its an… [+3949 chars]",trump administration detain americans abroad president donald trump says considering detaining american citizens convicted violent crimes abroad experts say likely illegal washington —the trump administration sent hundreds migrants megaprison el salvador could american citizens next see story video white house says an… chars,https://www.wmur.com/article/can-the-trump-administration-detain-americans-abroad/64529490,washington,
HuffPost,2025-04-19T15:51:43Z,"Sentence For Man Who Stole And Killed Pet Pig To Win Hunting Contest Draws Backlash Eddie was a ""treasured pet"" at a Maui animal sanctuary before he was slaughtered and submitted to a hunting competition — where his killers won first prize. One of two Hawaii men accused of stealing and killing a pet pig to cheat in a hunting contest has been sentenced, prompting criticism from animal advocacy groups that say his punishment doesnt reflec… [+2400 chars]",sentence man stole killed pet pig win hunting contest draws backlash eddie treasured pet maui animal sanctuary slaughtered submitted hunting competition — killers first prize one two hawaii men accused stealing killing pet pig cheat hunting contest sentenced prompting criticism animal advocacy groups say punishment doesnt reflec… chars,https://www.huffpost.com/entry/pet-pig-killed-hunting-contest-maui_n_67f811bae4b0c6da00112f88,,"killed, cheat"
International Business Times,2025-04-19T15:51:20Z,"Tunisia Opposition Figures Get Jail Terms In Mass Trial A Tunisian court has handed down jail sentences of up to 66 years to multiple defendants, including prominent opposition figures, in a mass trial criticised by rights groups. A Tunisian court has handed down jail sentences of up to 66 years to multiple defendants, including prominent opposition figures, in a mass trial criticised by rights groups.
The trial, decried by a… [+3550 chars]",tunisia opposition figures get jail terms mass trial tunisian court handed jail sentences years multiple defendants including prominent opposition figures mass trial criticised rights groups tunisian court handed jail sentences years multiple defendants including prominent opposition figures mass trial criticised rights groups trial decried a… chars,https://www.ibtimes.com/tunisia-opposition-figures-get-jail-terms-mass-trial-3770659,,
TechSpot,2025-04-19T15:51:00Z,"Mass phone tracking via cell tower dumps ruled unconstitutional The case at the center of this ruling involves Cory Spurlock, who faces serious charges including conspiracy to distribute marijuana and alleged involvement in a murder-for-hire plot. In an effort to place Spurlock at the scenes of the crimes, investigators o… What just happened? A pivotal legal decision has emerged from Nevada, where a federal judge has questioned the constitutionality of a controversial investigative tool known as a ""tower dump."" This la… [+3549 chars]",mass phone tracking via cell tower dumps ruled unconstitutional case center ruling involves cory spurlock faces serious charges including conspiracy distribute marijuana alleged involvement murderforhire plot effort place spurlock scenes crimes investigators o… happened pivotal legal decision emerged nevada federal judge questioned constitutionality controversial investigative tool known tower dump la… chars,https://www.techspot.com/news/107613-court-finds-mass-cell-tower-data-searches-illegal.html,nevada,
Digital Journal,2025-04-19T15:48:26Z,"Tunisia opposition figures get jail terms in mass trial A Tunisian court has handed down jail sentences of up to 66 years to multiple defendants, including prominent opposition figures, in a mass trial criticised by rights groups. The trial, decried by a defence lawyer as a “masquerade”, is of unprecedented scale … Journalist and rights activist Chaima Issa, seen flashing the victory sign outside the court on April 11, 2025, was sentenced to 18 years - Copyright AFP FETHI BELAID
A Tunisian court has handed dow… [+3738 chars]",tunisia opposition figures get jail terms mass trial tunisian court handed jail sentences years multiple defendants including prominent opposition figures mass trial criticised rights groups trial decried defence lawyer “masquerade” unprecedented scale … journalist rights activist chaima issa seen flashing victory sign outside court april sentenced years copyright afp fethi belaid tunisian court handed dow… chars,https://www.digitaljournal.com/world/tunisia-opposition-figures-get-jail-terms-in-mass-trial/article,,
Rolling Stone,2025-04-19T15:46:37Z,"A ‘Touch of Whiskey’ and an Irish Jig: How Jack O’Connell Became a Celtic Vampire in ‘Sinners’ Jack O'Connell talks about using his Irish dance skills to play the vampire Remmick in Ryan Coogler's new movie. Jack O’Connell had a secret weapon in his arsenal when he was cast as Remmick in Ryan Coogler’s latest film, Sinners: the ability to dance an Irish jig.
Playing the antagonist vampire, who has been … [+11955 chars]",‘touch whiskey’ irish jig jack o’connell became celtic vampire ‘sinners’ jack oconnell talks using irish dance skills play vampire remmick ryan cooglers new movie jack o’connell secret weapon arsenal cast remmick ryan coogler’s latest film sinners ability dance irish jig playing antagonist vampire … chars,http://www.rollingstone.com/tv-movies/tv-movie-features/jack-oconnell-sinners-vampire-interview-1235319763/,,
Cult of Mac,2025-04-19T15:45:12Z,"Jon Hamm’s Your Friends and Neighbors becomes Apple’s TV+’s next hit The crime drama ‘Your Friends and Neighbors’ just launched recently and already earned high ratings. Jon Hamm surely helped. 
(via Cult of Mac - Apple news, rumors, reviews and how-tos) The crime drama Your Friends and Neighbors got off to a very strong start, appearing on lists of the top 10 most popular series, according to a pair of companies that track ratings. The Apple TV+ sho… [+4066 chars]",jon hamm’s friends neighbors becomes apple’s tv’s next hit crime drama ‘your friends neighbors’ launched recently already earned high ratings jon hamm surely helped via cult mac apple news rumors reviews howtos crime drama friends neighbors got strong start appearing lists top popular series according pair companies track ratings apple tv sho… chars,https://www.cultofmac.com/news/your-friends-and-neighbors-ratings,,hit
New York Post,2025-04-19T15:28:32Z,"Tren de Aragua gangbanger sobs to Florida cops after crew gets busted for $30K liquor store robbery run ""He's not such a big bad guy when he's locked up. Maybe he's having visions of El Salvador prisons at some point in time in this future."" A “violent” Tren de Aragua gangbanger broke down in hysterics after he and his buddies were busted for robbing a Florida liquor store, cops said.
Ramon Jesus Carpintero-Luna, 26, sobbed like a baby … [+3604 chars]",tren de aragua gangbanger sobs florida cops crew gets busted k liquor store robbery run hes big bad guy hes locked maybe hes visions el salvador prisons point time future “violent” tren de aragua gangbanger broke hysterics buddies busted robbing florida liquor store cops said ramon jesus carpinteroluna sobbed like baby … chars,https://nypost.com/2025/04/19/us-news/tren-de-aragua-gangbanger-sobs-to-florida-cops-after-liquor-store-arrest/,"florida, el salvador",robbery
